"stateID","state","indicator","type","estimate","lcl","ucl"
14,"North Darfur","WASH: Unprotected well within 30 minutes","Proportion",0.08,0.01,0.44
14,"North Darfur","WASH: Trucked from unprotected sources within 30 minutes","Proportion",0,0,0
15,"South Darfur","WASH: Uses improved drinking water sources","Proportion",72.21,62.19,82.22
15,"South Darfur","WASH: Public pipe network in house","Proportion",2.41,0.01,7.06
15,"South Darfur","WASH: Public pipe network in yard","Proportion",4.55,0.01,11.36
15,"South Darfur","WASH: Public water pipe","Proportion",1.13,0.01,3.25
15,"South Darfur","WASH: Protected ground water","Proportion",38,19.35,56.65
15,"South Darfur","WASH: Protected well","Proportion",23.23,10.68,35.78
15,"South Darfur","WASH: Filtered surface water","Proportion",16.25,6.06,26.43
15,"South Darfur","WASH: Trucked from improved sources","Proportion",2.89,0.01,10.51
15,"South Darfur","WASH: Bottled water","Proportion",0,0,0
15,"South Darfur","WASH: Unfiltered surface water","Proportion",8.04,0.01,16.68
15,"South Darfur","WASH: Unprotected well","Proportion",1.49,0.01,5
15,"South Darfur","WASH: Trucked from unprotected sources","Proportion",0,0,0
15,"South Darfur","WASH: Uses basic drinking water sources (within 30 minutes)","Proportion",61.53,47,76.07
15,"South Darfur","WASH: Public pipe network in house within 30 minutes","Proportion",2.34,0.01,6.63
15,"South Darfur","WASH: Public pipe network in yard within 30 minutes","Proportion",4.31,0.01,11.1
15,"South Darfur","WASH: Public water pipe within 30 minutes","Proportion",0.88,0.01,3.08
15,"South Darfur","WASH: Protected ground water within 30 minutes","Proportion",33.63,15.43,51.83
15,"South Darfur","WASH: Protected well within 30 minutes","Proportion",18.57,7.06,30.09
15,"South Darfur","WASH: Filtered surface water within 30 minutes","Proportion",11.86,3.11,20.6
15,"South Darfur","WASH: Trucked from improved sources within 30 minutes","Proportion",1.79,0.01,7.42
15,"South Darfur","WASH: Bottled water within 30 minutes","Proportion",0,0,0
15,"South Darfur","WASH: Unfiltered surface water within 30 minutes","Proportion",5.65,0.01,13.1
15,"South Darfur","WASH: Unprotected well within 30 minutes","Proportion",1.29,0.01,4.55
15,"South Darfur","WASH: Trucked from unprotected sources within 30 minutes","Proportion",0,0,0
17,"East Darfur","WASH: Uses improved drinking water sources","Proportion",63.62,57.44,69.8
17,"East Darfur","WASH: Public pipe network in house","Proportion",4.14,0.01,8.6
17,"East Darfur","WASH: Public pipe network in yard","Proportion",0.15,0.01,1.39
17,"East Darfur","WASH: Public water pipe","Proportion",0,0,0
17,"East Darfur","WASH: Protected ground water","Proportion",37.06,23.65,50.48
17,"East Darfur","WASH: Protected well","Proportion",22.27,15.39,29.15
17,"East Darfur","WASH: Filtered surface water","Proportion",30.03,16.46,43.6
17,"East Darfur","WASH: Trucked from improved sources","Proportion",0,0,0.17
17,"East Darfur","WASH: Bottled water","Proportion",0,0,0
17,"East Darfur","WASH: Unfiltered surface water","Proportion",3.8,0.01,9.36
17,"East Darfur","WASH: Unprotected well","Proportion",0,0,0
17,"East Darfur","WASH: Trucked from unprotected sources","Proportion",0,0,0
17,"East Darfur","WASH: Uses basic drinking water sources (within 30 minutes)","Proportion",51.09,38.5,63.68
17,"East Darfur","WASH: Public pipe network in house within 30 minutes","Proportion",4.16,0.01,8.71
17,"East Darfur","WASH: Public pipe network in yard within 30 minutes","Proportion",0.16,0.01,1.39
17,"East Darfur","WASH: Public water pipe within 30 minutes","Proportion",0,0,0
17,"East Darfur","WASH: Protected ground water within 30 minutes","Proportion",30.81,17.41,44.22
17,"East Darfur","WASH: Protected well within 30 minutes","Proportion",15.96,9.47,22.45
17,"East Darfur","WASH: Filtered surface water within 30 minutes","Proportion",21.92,10.28,33.55
17,"East Darfur","WASH: Trucked from improved sources within 30 minutes","Proportion",0,0,0.17
17,"East Darfur","WASH: Bottled water within 30 minutes","Proportion",0,0,0
17,"East Darfur","WASH: Unfiltered surface water within 30 minutes","Proportion",2.1,0.01,5.9
17,"East Darfur","WASH: Unprotected well within 30 minutes","Proportion",0,0,0
17,"East Darfur","WASH: Trucked from unprotected sources within 30 minutes","Proportion",0,0,0
18,"West Darfur","WASH: Uses improved drinking water sources","Proportion",87.54,82.91,92.18
18,"West Darfur","WASH: Public pipe network in house","Proportion",10.78,4.81,16.76
18,"West Darfur","WASH: Public pipe network in yard","Proportion",7.7,1,14.39
18,"West Darfur","WASH: Public water pipe","Proportion",0.5,0.01,1.44
18,"West Darfur","WASH: Protected ground water","Proportion",35.72,22.28,49.15
18,"West Darfur","WASH: Protected well","Proportion",32.79,19.96,45.62
18,"West Darfur","WASH: Filtered surface water","Proportion",7.2,0.01,14.81
18,"West Darfur","WASH: Trucked from improved sources","Proportion",0.05,0.01,0.22
18,"West Darfur","WASH: Bottled water","Proportion",0,0,0
18,"West Darfur","WASH: Unfiltered surface water","Proportion",3.09,0.01,7.48
18,"West Darfur","WASH: Unprotected well","Proportion",0.34,0.01,1.57
18,"West Darfur","WASH: Trucked from unprotected sources","Proportion",0,0,0
18,"West Darfur","WASH: Uses basic drinking water sources (within 30 minutes)","Proportion",55.73,42.91,68.56
18,"West Darfur","WASH: Public pipe network in house within 30 minutes","Proportion",10.59,4.21,16.97
18,"West Darfur","WASH: Public pipe network in yard within 30 minutes","Proportion",6.54,0.6,12.49
18,"West Darfur","WASH: Public water pipe within 30 minutes","Proportion",0.51,0.01,1.4
18,"West Darfur","WASH: Protected ground water within 30 minutes","Proportion",21.76,9.65,33.86
18,"West Darfur","WASH: Protected well within 30 minutes","Proportion",16.28,6.62,25.94
18,"West Darfur","WASH: Filtered surface water within 30 minutes","Proportion",3.9,0.01,8.31
18,"West Darfur","WASH: Trucked from improved sources within 30 minutes","Proportion",0.05,0.01,0.23
18,"West Darfur","WASH: Bottled water within 30 minutes","Proportion",0,0,0
18,"West Darfur","WASH: Unfiltered surface water within 30 minutes","Proportion",1.48,0.01,4.72
18,"West Darfur","WASH: Unprotected well within 30 minutes","Proportion",0.08,0.01,0.5
18,"West Darfur","WASH: Trucked from unprotected sources within 30 minutes","Proportion",0,0,0
16,"Central Darfur","WASH: Uses improved drinking water sources","Proportion",85.33,83.9,86.75
16,"Central Darfur","WASH: Public pipe network in house","Proportion",1,0.01,2.84
16,"Central Darfur","WASH: Public pipe network in yard","Proportion",1.34,0.01,5.68
16,"Central Darfur","WASH: Public water pipe","Proportion",2.67,0.01,5.96
16,"Central Darfur","WASH: Protected ground water","Proportion",25.26,8.67,41.85
16,"Central Darfur","WASH: Protected well","Proportion",54.99,39.67,70.31
16,"Central Darfur","WASH: Filtered surface water","Proportion",12.59,1.72,23.47
16,"Central Darfur","WASH: Trucked from improved sources","Proportion",0.06,0.01,0.37
16,"Central Darfur","WASH: Bottled water","Proportion",0,0,0
16,"Central Darfur","WASH: Unfiltered surface water","Proportion",0.07,0.01,0.34
16,"Central Darfur","WASH: Unprotected well","Proportion",0.01,0,0.07
16,"Central Darfur","WASH: Trucked from unprotected sources","Proportion",0,0,0
16,"Central Darfur","WASH: Uses basic drinking water sources (within 30 minutes)","Proportion",55.84,43.97,67.71
16,"Central Darfur","WASH: Public pipe network in house within 30 minutes","Proportion",0.96,0.01,2.95
16,"Central Darfur","WASH: Public pipe network in yard within 30 minutes","Proportion",1.19,0.01,4.67
16,"Central Darfur","WASH: Public water pipe within 30 minutes","Proportion",1.94,0.01,4.35
16,"Central Darfur","WASH: Protected ground water within 30 minutes","Proportion",19.75,6.63,32.86
16,"Central Darfur","WASH: Protected well within 30 minutes","Proportion",31.95,18.36,45.54
16,"Central Darfur","WASH: Filtered surface water within 30 minutes","Proportion",5.48,0.07,10.9
16,"Central Darfur","WASH: Trucked from improved sources within 30 minutes","Proportion",0.05,0.01,0.31
16,"Central Darfur","WASH: Bottled water within 30 minutes","Proportion",0,0,0
16,"Central Darfur","WASH: Unfiltered surface water within 30 minutes","Proportion",0.04,0.01,0.26
16,"Central Darfur","WASH: Unprotected well within 30 minutes","Proportion",0,0,0
16,"Central Darfur","WASH: Trucked from unprotected sources within 30 minutes","Proportion",0,0,0
